Labour market region (SA4): ASGS (2011),Month,Age,Sex,Unemployment rate (%)
Perth - South East,2024/07/01,15-24 years,Females,8.8
Perth - South East,2024/07/01,25-34 years,Males,3.5
Perth - South East,2024/07/01,25-34 years,Females,3.2
Perth - South East,2024/07/01,35-44 years,Males,2.2
Perth - South East,2024/07/01,35-44 years,Females,3.5
Perth - South East,2024/07/01,45-54 years,Males,2.7
Perth - South East,2024/07/01,45-54 years,Females,2.7
Perth - South East,2024/07/01,55-64 years,Males,3.6
Perth - South East,2024/07/01,55-64 years,Females,2.8
Perth - South East,2024/07/01,65 years and over,Males,2.1
Perth - South East,2024/07/01,65 years and over,Females,1.5
Perth - South East,2024/06/01,15-24 years,Males,10
Perth - South East,2024/06/01,15-24 years,Females,9.5
Perth - South East,2024/06/01,25-34 years,Males,3.7
Perth - South East,2024/06/01,25-34 years,Females,3.4
Perth - South East,2024/06/01,35-44 years,Males,2.3
Perth - South East,2024/06/01,35-44 years,Females,3.9
Perth - South East,2024/06/01,45-54 years,Males,2.9
Perth - South East,2024/06/01,45-54 years,Females,2.9
Perth - South East,2024/06/01,55-64 years,Males,3.7
Perth - South East,2024/06/01,55-64 years,Females,3
Perth - South East,2024/06/01,65 years and over,Males,2.1
Perth - South East,2024/06/01,65 years and over,Females,1.5
Perth - South East,2024/05/01,15-24 years,Males,9
Perth - South East,2024/05/01,15-24 years,Females,8.5
Perth - South East,2024/05/01,25-34 years,Males,3.2
Perth - South East,2024/05/01,25-34 years,Females,3.1
Perth - South East,2024/05/01,35-44 years,Males,1.9
Perth - South East,2024/05/01,35-44 years,Females,3.5
Perth - South East,2024/05/01,45-54 years,Males,2.6
Perth - South East,2024/05/01,45-54 years,Females,2.6
Perth - South East,2024/05/01,55-64 years,Males,3.3
Perth - South East,2024/05/01,55-64 years,Females,2.7
Perth - South East,2024/05/01,65 years and over,Males,1.7
Perth - South East,2024/05/01,65 years and over,Females,1.3
Perth - South East,2024/04/01,15-24 years,Males,11.3
Perth - South East,2024/04/01,15-24 years,Females,10.8
Perth - South East,2024/04/01,25-34 years,Males,3.9
Perth - South East,2024/04/01,25-34 years,Females,4
Perth - South East,2024/04/01,35-44 years,Males,2.5
Perth - South East,2024/04/01,35-44 years,Females,4.6
Perth - South East,2024/04/01,45-54 years,Males,3.3
Perth - South East,2024/04/01,45-54 years,Females,3.4
Perth - South East,2024/04/01,55-64 years,Males,4.1
Perth - South East,2024/04/01,55-64 years,Females,3.7
Perth - South East,2024/04/01,65 years and over,Males,2.2
Perth - South East,2024/04/01,65 years and over,Females,1.6
Perth - South East,2024/03/01,15-24 years,Males,9
Perth - South East,2024/03/01,15-24 years,Females,8.5
Perth - South East,2024/03/01,25-34 years,Males,2.9
Perth - South East,2024/03/01,25-34 years,Females,3.1
Perth - South East,2024/03/01,35-44 years,Males,1.8
Perth - South East,2024/03/01,35-44 years,Females,3.6
Perth - South East,2024/03/01,45-54 years,Males,2.5
Perth - South East,2024/03/01,45-54 years,Females,2.7
Perth - South East,2024/03/01,55-64 years,Males,2.9
Perth - South East,2024/03/01,55-64 years,Females,2.9
Perth - South East,2024/03/01,65 years and over,Males,1.6
Perth - South East,2024/03/01,65 years and over,Females,1.2
Perth - South East,2024/02/01,15-24 years,Males,10.3
Perth - South East,2024/02/01,15-24 years,Females,9.8
Perth - South East,2024/02/01,25-34 years,Males,3.3
Perth - South East,2024/02/01,25-34 years,Females,3.7
Perth - South East,2024/02/01,35-44 years,Males,2.1
Perth - South East,2024/02/01,35-44 years,Females,4.1
Perth - South East,2024/02/01,45-54 years,Males,3
Perth - South East,2024/02/01,45-54 years,Females,3.2
Perth - South East,2024/02/01,55-64 years,Males,3.2
Perth - South East,2024/02/01,55-64 years,Females,3.4
Perth - South East,2024/02/01,65 years and over,Males,1.9
Perth - South East,2024/02/01,65 years and over,Females,1.3
Perth - South East,2024/01/01,15-24 years,Males,13.4
Perth - South East,2024/01/01,15-24 years,Females,12.3
Perth - South East,2024/01/01,25-34 years,Males,4.4
Perth - South East,2024/01/01,25-34 years,Females,4.9
Perth - South East,2024/01/01,35-44 years,Males,3
Perth - South East,2024/01/01,35-44 years,Females,5.1
Perth - South East,2024/01/01,45-54 years,Males,4
Perth - South East,2024/01/01,45-54 years,Females,4.2
Perth - South East,2024/01/01,55-64 years,Males,3.9
Perth - South East,2024/01/01,55-64 years,Females,4.6
Perth - South East,2024/01/01,65 years and over,Males,2.6
Perth - South East,2024/01/01,65 years and over,Females,1.7
Perth - South East,2023/12/01,15-24 years,Males,10.6
Perth - South East,2023/12/01,15-24 years,Females,9.4
Perth - South East,2023/12/01,25-34 years,Males,3.3
Perth - South East,2023/12/01,25-34 years,Females,3.7
Perth - South East,2023/12/01,35-44 years,Males,2.3
Perth - South East,2023/12/01,35-44 years,Females,3.8
Perth - South East,2023/12/01,45-54 years,Males,3.2
Perth - South East,2023/12/01,45-54 years,Females,3.2
Perth - South East,2023/12/01,55-64 years,Males,2.9
Perth - South East,2023/12/01,55-64 years,Females,3.5
Perth - South East,2023/12/01,65 years and over,Males,2.1
Perth - South East,2023/12/01,65 years and over,Females,1.4
Perth - South East,2023/11/01,15-24 years,Males,10.1
Perth - South East,2023/11/01,15-24 years,Females,8.7
Perth - South East,2023/11/01,25-34 years,Males,3.2
Perth - South East,2023/11/01,25-34 years,Females,3.5
Perth - South East,2023/11/01,35-44 years,Males,2.3
Perth - South East,2023/11/01,35-44 years,Females,3.7
Perth - South East,2023/11/01,45-54 years,Males,3.1
Perth - South East,2023/11/01,45-54 years,Females,3.2
Perth - South East,2023/11/01,55-64 years,Males,2.9
Perth - South East,2023/11/01,55-64 years,Females,3.4
Perth - South East,2023/11/01,65 years and over,Males,2.3
Perth - South East,2023/11/01,65 years and over,Females,1.4
Perth - South East,2023/10/01,15-24 years,Males,10.5
Perth - South East,2023/10/01,15-24 years,Females,9
Perth - South East,2023/10/01,25-34 years,Males,3.5
Perth - South East,2023/10/01,25-34 years,Females,3.7
Perth - South East,2023/10/01,35-44 years,Males,2.5
Perth - South East,2023/10/01,35-44 years,Females,3.8
Perth - South East,2023/10/01,45-54 years,Males,3.4
Perth - South East,2023/10/01,45-54 years,Females,3.5
Perth - South East,2023/10/01,55-64 years,Males,3.1
Perth - South East,2023/10/01,55-64 years,Females,3.7
Perth - South East,2023/10/01,65 years and over,Males,2.7
Perth - South East,2023/10/01,65 years and over,Females,1.7
Perth - South East,2023/09/01,15-24 years,Males,8.5
Perth - South East,2023/09/01,15-24 years,Females,7.2
Perth - South East,2023/09/01,25-34 years,Males,3
Perth - South East,2023/09/01,25-34 years,Females,2.9
Perth - South East,2023/09/01,35-44 years,Males,2.2
Perth - South East,2023/09/01,35-44 years,Females,3.2
Perth - South East,2023/09/01,45-54 years,Males,2.9
Perth - South East,2023/09/01,45-54 years,Females,2.9
Perth - South East,2023/09/01,55-64 years,Males,2.6
Perth - South East,2023/09/01,55-64 years,Females,3
Perth - South East,2023/09/01,65 years and over,Males,2.2
Perth - South East,2023/09/01,65 years and over,Females,1.5
Perth - South East,2023/08/01,15-24 years,Males,11.1
Perth - South East,2023/08/01,15-24 years,Females,9.2
Perth - South East,2023/08/01,25-34 years,Males,3.9
Perth - South East,2023/08/01,25-34 years,Females,3.6
Perth - South East,2023/08/01,35-44 years,Males,2.8
Perth - South East,2023/08/01,35-44 years,Females,4.1
Perth - South East,2023/08/01,45-54 years,Males,3.8
Perth - South East,2023/08/01,45-54 years,Females,3.5
Perth - South East,2023/08/01,55-64 years,Males,3.3
Perth - South East,2023/08/01,55-64 years,Females,3.8
Perth - South East,2023/08/01,65 years and over,Males,2.8
Perth - South East,2023/08/01,65 years and over,Females,1.9
Perth - South East,2023/07/01,15-24 years,Males,9.4
Perth - South East,2023/07/01,15-24 years,Females,7.4
Perth - South East,2023/07/01,25-34 years,Males,3.1
Perth - South East,2023/07/01,25-34 years,Females,3
Perth - South East,2023/07/01,35-44 years,Males,2.2
Perth - South East,2023/07/01,35-44 years,Females,3.3
Perth - South East,2023/07/01,45-54 years,Males,3.2
Perth - South East,2023/07/01,45-54 years,Females,2.8
Perth - South East,2023/07/01,55-64 years,Males,2.7
Perth - South East,2023/07/01,55-64 years,Females,3.1
Perth - South East,2023/07/01,65 years and over,Males,2.2
Perth - South East,2023/07/01,65 years and over,Females,1.8
Perth - South East,2023/06/01,15-24 years,Males,9.6
Perth - South East,2023/06/01,15-24 years,Females,7.3
Perth - South East,2023/06/01,25-34 years,Males,3.1
Perth - South East,2023/06/01,25-34 years,Females,3.1
Perth - South East,2023/06/01,35-44 years,Males,2.2
Perth - South East,2023/06/01,35-44 years,Females,3.5
Perth - South East,2023/06/01,45-54 years,Males,3.3
Perth - South East,2023/06/01,45-54 years,Females,2.9
Perth - South East,2023/06/01,55-64 years,Males,2.9
Perth - South East,2023/06/01,55-64 years,Females,3.2
Perth - South East,2023/06/01,65 years and over,Males,2.3
Perth - South East,2023/06/01,65 years and over,Females,2
Perth - South East,2023/05/01,15-24 years,Males,10.4
Perth - South East,2023/05/01,15-24 years,Females,8
Perth - South East,2023/05/01,25-34 years,Males,3.4
Perth - South East,2023/05/01,25-34 years,Females,3.4
Perth - South East,2023/05/01,35-44 years,Males,2.4
Perth - South East,2023/05/01,35-44 years,Females,3.8
Perth - South East,2023/05/01,45-54 years,Males,3.6
Perth - South East,2023/05/01,45-54 years,Females,3.1
Perth - South East,2023/05/01,55-64 years,Males,3.2
Perth - South East,2023/05/01,55-64 years,Females,3.4
Perth - South East,2023/05/01,65 years and over,Males,2.4
Perth - South East,2023/05/01,65 years and over,Females,2.4
Perth - South East,2023/04/01,15-24 years,Males,9.7
Perth - South East,2023/04/01,15-24 years,Females,7.5
Perth - South East,2023/04/01,25-34 years,Males,3
Perth - South East,2023/04/01,25-34 years,Females,2.9
Perth - South East,2023/04/01,35-44 years,Males,2.2
Perth - South East,2023/04/01,35-44 years,Females,3.5
Perth - South East,2023/04/01,45-54 years,Males,3.3
Perth - South East,2023/04/01,45-54 years,Females,2.7
Perth - South East,2023/04/01,55-64 years,Males,3
Perth - South East,2023/04/01,55-64 years,Females,3
Perth - South East,2023/04/01,65 years and over,Males,2.1
Perth - South East,2023/04/01,65 years and over,Females,2
Perth - South East,2023/03/01,15-24 years,Males,10.1
Perth - South East,2023/03/01,15-24 years,Females,8.4
Perth - South East,2023/03/01,25-34 years,Males,3.2
Perth - South East,2023/03/01,25-34 years,Females,3.2
Perth - South East,2023/03/01,35-44 years,Males,2.4
Perth - South East,2023/03/01,35-44 years,Females,4
Perth - South East,2023/03/01,45-54 years,Males,3.6
Perth - South East,2023/03/01,45-54 years,Females,2.9
Perth - South East,2023/03/01,55-64 years,Males,3.2
Perth - South East,2023/03/01,55-64 years,Females,3.3
Perth - South East,2023/03/01,65 years and over,Males,2.1
Perth - South East,2023/03/01,65 years and over,Females,1.9
Perth - South East,2023/02/01,15-24 years,Males,11.2
Perth - South East,2023/02/01,15-24 years,Females,10
Perth - South East,2023/02/01,25-34 years,Males,3.7
Perth - South East,2023/02/01,25-34 years,Females,3.8
Perth - South East,2023/02/01,35-44 years,Males,2.8
Perth - South East,2023/02/01,35-44 years,Females,4.6
Perth - South East,2023/02/01,45-54 years,Males,4
Perth - South East,2023/02/01,45-54 years,Females,3.3
Perth - South East,2023/02/01,55-64 years,Males,3.7
Perth - South East,2023/02/01,55-64 years,Females,4
Perth - South East,2023/02/01,65 years and over,Males,2.4
Perth - South East,2023/02/01,65 years and over,Females,2
Perth - South East,2023/01/01,15-24 years,Males,9.6
Perth - South East,2023/01/01,15-24 years,Females,9.2
Perth - South East,2023/01/01,25-34 years,Males,3.3
Perth - South East,2023/01/01,25-34 years,Females,3.4
Perth - South East,2023/01/01,35-44 years,Males,2.5
Perth - South East,2023/01/01,35-44 years,Females,3.8
Perth - South East,2023/01/01,45-54 years,Males,3.2
Perth - South East,2023/01/01,45-54 years,Females,2.8
Perth - South East,2023/01/01,55-64 years,Males,3.3
Perth - South East,2023/01/01,55-64 years,Females,3.7
Perth - South East,2023/01/01,65 years and over,Males,2.1
Perth - South East,2023/01/01,65 years and over,Females,1.6
Perth - South East,2022/12/01,15-24 years,Males,9.1
Perth - South East,2022/12/01,15-24 years,Females,8.3
Perth - South East,2022/12/01,25-34 years,Males,3.2
Perth - South East,2022/12/01,25-34 years,Females,3.4
Perth - South East,2022/12/01,35-44 years,Males,2.5
Perth - South East,2022/12/01,35-44 years,Females,3.8
Perth - South East,2022/12/01,45-54 years,Males,3.1
Perth - South East,2022/12/01,45-54 years,Females,2.7
Perth - South East,2022/12/01,55-64 years,Males,3.2
Perth - South East,2022/12/01,55-64 years,Females,3.5
Perth - South East,2022/12/01,65 years and over,Males,2
Perth - South East,2022/12/01,65 years and over,Females,1.7
Perth - South East,2022/11/01,15-24 years,Males,8.5
Perth - South East,2022/11/01,15-24 years,Females,8
Perth - South East,2022/11/01,25-34 years,Males,3
Perth - South East,2022/11/01,25-34 years,Females,3.3
Perth - South East,2022/11/01,35-44 years,Males,2.5
Perth - South East,2022/11/01,35-44 years,Females,3.7
Perth - South East,2022/11/01,45-54 years,Males,2.9
Perth - South East,2022/11/01,45-54 years,Females,2.6
Perth - South East,2022/11/01,55-64 years,Males,3
Perth - South East,2022/11/01,55-64 years,Females,3.3
Perth - South East,2022/11/01,65 years and over,Males,2
Perth - South East,2022/11/01,65 years and over,Females,1.9
Perth - South East,2022/10/01,15-24 years,Males,8.5
Perth - South East,2022/10/01,15-24 years,Females,8.3
Perth - South East,2022/10/01,25-34 years,Males,3.1
Perth - South East,2022/10/01,25-34 years,Females,3.4
Perth - South East,2022/10/01,35-44 years,Males,2.8
Perth - South East,2022/10/01,35-44 years,Females,3.8
Perth - South East,2022/10/01,45-54 years,Males,2.9
Perth - South East,2022/10/01,45-54 years,Females,2.6
Perth - South East,2022/10/01,55-64 years,Males,3.2
Perth - South East,2022/10/01,55-64 years,Females,3.2
Perth - South East,2022/10/01,65 years and over,Males,2.1
Perth - South East,2022/10/01,65 years and over,Females,2.1
Perth - South East,2022/09/01,15-24 years,Males,8.7
Perth - South East,2022/09/01,15-24 years,Females,8
Perth - South East,2022/09/01,25-34 years,Males,3.1
Perth - South East,2022/09/01,25-34 years,Females,3.4
Perth - South East,2022/09/01,35-44 years,Males,3
Perth - South East,2022/09/01,35-44 years,Females,3.8
Perth - South East,2022/09/01,45-54 years,Males,2.8
Perth - South East,2022/09/01,45-54 years,Females,2.5
Perth - South East,2022/09/01,55-64 years,Males,3.2
Perth - South East,2022/09/01,55-64 years,Females,3.1
Perth - South East,2022/09/01,65 years and over,Males,2
Perth - South East,2022/09/01,65 years and over,Females,2.1
Perth - South East,2022/08/01,15-24 years,Males,8.1
Perth - South East,2022/08/01,15-24 years,Females,7.1
Perth - South East,2022/08/01,25-34 years,Males,2.9
Perth - South East,2022/08/01,25-34 years,Females,3
Perth - South East,2022/08/01,35-44 years,Males,2.8
Perth - South East,2022/08/01,35-44 years,Females,3.3
Perth - South East,2022/08/01,45-54 years,Males,2.5
Perth - South East,2022/08/01,45-54 years,Females,2.3
Perth - South East,2022/08/01,55-64 years,Males,2.9
Perth - South East,2022/08/01,55-64 years,Females,2.6
Perth - South East,2022/08/01,65 years and over,Males,1.8
Perth - South East,2022/08/01,65 years and over,Females,1.9
Perth - South East,2022/07/01,15-24 years,Males,7.6
Perth - South East,2022/07/01,15-24 years,Females,6.8
Perth - South East,2022/07/01,25-34 years,Males,3
Perth - South East,2022/07/01,25-34 years,Females,2.8
Perth - South East,2022/07/01,35-44 years,Males,2.9
Perth - South East,2022/07/01,35-44 years,Females,3.3
Perth - South East,2022/07/01,45-54 years,Males,2.5
Perth - South East,2022/07/01,45-54 years,Females,2.3
Perth - South East,2022/07/01,55-64 years,Males,2.9
Perth - South East,2022/07/01,55-64 years,Females,2.6
Perth - South East,2022/07/01,65 years and over,Males,1.8
Perth - South East,2022/07/01,65 years and over,Females,1.9
Perth - South East,2022/06/01,15-24 years,Males,7.9
Perth - South East,2022/06/01,15-24 years,Females,6.8
Perth - South East,2022/06/01,25-34 years,Males,3.2
Perth - South East,2022/06/01,25-34 years,Females,3
Perth - South East,2022/06/01,35-44 years,Males,3
Perth - South East,2022/06/01,35-44 years,Females,3.4
Perth - South East,2022/06/01,45-54 years,Males,2.6
Perth - South East,2022/06/01,45-54 years,Females,2.3
Perth - South East,2022/06/01,55-64 years,Males,3
Perth - South East,2022/06/01,55-64 years,Females,2.6
Perth - South East,2022/06/01,65 years and over,Males,1.9
Perth - South East,2022/06/01,65 years and over,Females,2
Perth - South East,2022/05/01,15-24 years,Males,7.7
Perth - South East,2022/05/01,15-24 years,Females,6.3
Perth - South East,2022/05/01,25-34 years,Males,3.2
Perth - South East,2022/05/01,25-34 years,Females,3.1
